Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
ca,renovated home,basement renovation,,,,,70,27,3.94,0.45,204,Informational,"Knowledge Panel, Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.00,0.01,0.01,0.32,0.02,0.03,0.00,0.01,0.00,0.01,0.00,1.00",70,,
ca,update kitchen cabinets,basement renovation,,,,,70,36,1.17,0.87,167,"Informational, Commercial","Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.50,0.78,0.50,0.50,0.50,0.64,0.35,0.50,0.35,0.50,0.50,0.14",90,,
ca,waterproof basement walls,basement renovation,,,,,70,21,2.55,1.00,170,Informational,"Image Pack, Video Carousel, People Also Ask, Short Videos, AI Overview, Site Links, Reviews, Video, Related Searches, Discussions And Forums","0.34,0.28,0.21,0.34,0.15,0.12,0.15,0.09,0.15,0.21,0.21,0.21",20,,
ca,basement development permit edmonton,basement renovation,,,,,50,6,2.30,0.13,112,Informational,"Site Links, Reviews, Video, People Also Ask, Related Searches","0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.06,0.06,0.01",20,,
ca,basement entry ideas,basement renovation,,,,,50,23,1.38,0.04,10,Informational,"Image Pack, Video, Popular Products, Related Searches, Discussions And Forums","0.07,0.34,0.26,0.26,0.26,0.07,0.07,0.07,0.07,0.07,0.42,0.07",90,,
ca,basement organization tips,basement renovation,,,,,50,23,0.54,1.00,187,Informational,"AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.14,0.35,0.35,0.14,0.78,0.78,0.14,0.78,0.14,0.14,0.14,0.14",20,,
ca,before and after kitchen remodels,basement renovation,,,,,50,32,1.17,0.21,121,Informational,"Site Links, Reviews, Video, Image, Video Carousel, Related Searches, Image Pack","0.14,0.33,0.42,0.33,0.42,0.23,0.23,0.33,0.19,0.19,0.23,0.14",20,,
ca,labor cost to remodel bathroom,basement renovation,,,,,50,22,1.75,0.33,138,Informational,"AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.11,0.41,0.29,1.00,0.29,0.23,0.11,0.11,0.11,0.11,0.11,0.11",20,,
ca,remodeled kitchens before and after,basement renovation,,,,,50,32,1.17,0.21,123,Informational,"Related Searches, Image Pack, Site Links, Reviews, Video, Image, Video Carousel","0.18,0.45,0.45,0.63,0.63,0.63,0.63,0.63,0.00,0.63,0.18,0.18",20,,
ca,basement exposed ceiling ideas,basement renovation,,,,,90,20,0.00,0.21,,Informational,"Video, Image, Video Carousel, Related Searches, Short Videos, Image Pack, Site Links, Reviews","0.42,0.33,0.33,0.42,0.42,0.42,0.33,0.52,0.33,0.42,0.33,0.23",20,,
ca,changing kitchen cabinets,basement renovation,,,,,90,37,2.00,0.93,164,"Informational, Commercial","Video, Video Carousel, Discussions And Forums, Local Pack, People Also Ask, Popular Products, Related Searches, Site Links, Reviews","0.78,0.64,0.78,0.64,0.64,0.78,0.35,0.64,0.50,0.64,0.78,0.78",20,,
ca,home reno before and after,basement renovation,,,,,90,26,0.86,0.04,125,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Image Pack","0.52,0.52,0.52,0.52,0.64,0.52,0.41,0.52,0.52,0.52,0.41,0.41",20,,
ca,how to build a wall in a basement,basement renovation,,,,,90,38,1.40,0.04,106,Informational,"Video, People Also Ask, Related Searches, Discussions And Forums, Image Pack","0.34,0.42,0.42,0.34,0.34,0.34,0.42,0.34,0.26,0.42,0.26,0.26",90,,
ca,how to frame a wall in basement,basement renovation,,,,,90,35,0.29,0.01,106,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links, Video","0.50,0.35,0.50,0.64,0.35,0.78,1.00,1.00,0.64,0.78,0.64,0.50",20,,
ca,how to soundproof a ceiling in a basement,basement renovation,,,,,90,8,0.61,1.00,165,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.42,0.33,0.52,0.42,0.52,0.42,0.42,0.52,0.42,0.52,0.42,0.42",20,,
ca,waterproofing basement walls from outside,basement renovation,,,,,90,20,2.42,0.99,168,Informational,"Related Searches, AI Overview, Site Links, People Also Ask, Discussions And Forums, Image Pack, Reviews, Video, Video Carousel","0.11,0.64,0.64,0.52,0.41,0.52,0.64,0.82,0.64,0.64,0.52,0.52",20,,
ca,bathroom remodel price,basement renovation,,,,,70,19,2.10,0.18,200,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Site Links, Reviews, Video","0.01,0.00,0.30,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00",20,,
ca,before after renovation,basement renovation,,,,,70,26,0.00,0.04,129,Informational,"Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.50,0.50,0.35,0.50,0.64,0.64,0.50,0.50,0.50,0.50,0.50,0.28",20,,
ca,how do you waterproof a basement,basement renovation,,,,,70,35,1.06,0.83,109,Informational,"Site Links, Reviews, Video, Video Carousel, Related Searches, Short Videos, Image Pack, People Also Ask, AI Overview","0.52,0.41,0.41,0.41,0.29,0.29,0.64,0.52,0.29,0.52,0.29,0.29",20,,
ca,how to fix a leaky basement,basement renovation,,,,,70,18,1.82,0.99,107,Informational,"Reviews, Video, Video Carousel, People Also Ask, Short Videos, Site Links, Related Searches, Discussions And Forums, AI Overview","0.07,0.19,0.19,0.15,0.15,0.19,0.34,0.26,0.11,0.42,0.42,0.19",20,,
ca,how to install base trim,basement renovation,,,,,70,41,0.23,0.17,104,Informational,"Related Searches, Short Videos, AI Overview, Video, People Also Ask","0.53,0.81,0.81,0.00,0.00,0.03,0.53,0.00,0.00,0.00,0.00,0.00",90,,
ca,how to waterproof basement,basement renovation,,,,,70,32,1.06,0.83,107,Informational,"AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Short Videos","0.50,0.64,0.64,0.64,0.50,0.50,1.00,0.78,0.21,0.50,0.50,0.50",20,,
ca,insulating basement walls canada,basement renovation,,,,,70,13,0.00,0.17,192,Informational,"Image Pack, Site Links, Reviews, Video Carousel, Related Searches, AI Overview, Video, People Also Ask, Discussions And Forums","0.12,0.15,0.21,0.28,0.28,0.28,0.34,0.34,0.15,0.21,0.12,0.09",20,,
ca,shower reno ideas,basement renovation,,,,,70,30,0.42,1.00,196,Informational,"Related Searches, Short Videos, Image Pack, Reviews, Video, Image, Video Carousel, People Also Ask","0.14,0.35,0.50,0.64,0.64,0.64,0.50,0.78,0.50,0.78,0.50,0.35",90,,
ca,spray foam on basement walls,basement renovation,,,,,70,13,1.74,0.86,73,Informational,"Discussions And Forums, Image Pack, Site Links, Reviews, Video Carousel, People Also Ask, Related Searches","0.35,0.28,0.28,0.35,0.28,0.50,0.78,1.00,0.64,0.50,0.50,0.35",20,,
ca,vapor barrier basement wall,basement renovation,,,,,70,11,1.81,0.72,101,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.01,0.03,0.03,0.02,0.03,0.03,0.01,0.04,0.04,0.02,0.01,0.02",20,,
ca,water leaking through basement floor,basement renovation,,,,,70,19,4.58,0.61,129,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Reviews","0.52,0.52,0.29,0.29,0.23,0.29,0.52,0.41,0.29,0.82,0.82,0.41",20,,
ca,water on basement floor,basement renovation,,,,,70,14,6.91,0.66,198,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Reviews","0.33,0.52,0.33,0.14,0.19,0.23,0.42,0.19,0.14,0.52,0.52,0.33",20,,
ca,average cost to remodel bathroom,basement renovation,,,,,50,24,1.78,0.30,137,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.09,0.09,0.27,0.81,0.63,0.63,0.27,1.00,0.63,0.27,0.63,0.18",20,,
ca,basement foundation waterproofing inside,basement renovation,,,,,50,15,2.70,0.92,166,Informational,"AI Overview, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.14,0.50,0.35,0.28,0.28,0.21,0.35,0.35,0.35,0.78,0.78,0.28",90,,
ca,basement rec room,basement renovation,,,,,50,17,0.35,0.06,134,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links, Reviews, Image","0.09,0.33,0.14,0.09,0.52,0.09,0.19,0.52,0.14,0.09,0.09,0.19",20,,
ca,basement shelving ideas,basement renovation,,,,,50,35,0.13,1.00,194,Informational,"Image Pack, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Site Links, Image, Related Searches, Discussions And Forums","0.14,0.14,0.14,0.21,0.78,0.78,0.78,0.78,0.14,0.14,0.14,0.14",20,,
ca,do it yourself bathroom,basement renovation,,,,,50,36,0.22,0.33,162,Informational,"Related Searches, Short Videos, Knowledge Panel, Video, Video Carousel, People Also Ask","0.09,0.33,0.33,0.33,0.33,0.33,0.23,0.09,0.09,0.09,0.09,0.09",70,,
ca,how much does it cost to remodel a small bathroom,basement renovation,,,,,50,33,1.38,0.19,136,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video","0.09,0.09,0.04,0.04,0.02,0.09,0.02,0.02,0.02,0.09,0.12,0.09",20,,
ca,how to frame basement walls,basement renovation,,,,,50,8,0.29,0.01,108,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links","0.09,0.15,0.15,0.21,0.21,0.21,0.15,0.21,0.34,0.12,0.21,0.09",20,,
ca,how to redo a kitchen,basement renovation,,,,,50,38,0.66,0.33,108,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.52,0.29,0.11,0.11,0.11,0.11,0.11,0.11,0.64,0.64,0.64,0.64",20,,
ca,how to remodel a kitchen,basement renovation,,,,,50,38,0.66,0.15,130,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack","0.50,0.50,0.21,0.14,0.14,0.21,0.14,0.28,0.78,0.78,0.78,0.78",20,,
ca,how to waterproof the basement,basement renovation,,,,,50,28,1.81,0.70,105,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.29,0.41,0.41,0.00,0.00,0.23,0.17,0.11,0.11,0.64,0.82,0.05",90,,
ca,vapor barrier for basement walls,basement renovation,,,,,50,10,1.81,0.72,216,"Informational, Commercial","Popular Products, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask","0.29,0.29,0.17,0.41,0.41,0.23,0.17,0.41,0.41,0.23,0.17,0.17",20,,
ca,edmonton home renovation contractors,basement renovation,,,,,90,32,4.35,0.45,117,Informational,"People Also Ask, Related Searches, AI Overview, Local Pack, Site Links, Reviews, Video","0.07,0.78,1.00,0.64,0.50,0.35,0.35,0.78,1.00,1.00,0.78,1.00",20,,
ca,fix basement water leak,basement renovation,,,,,90,14,7.69,0.83,169,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video, Video Carousel, Short Videos, Discussions And Forums, Local Pack","0.06,0.15,0.15,1.00,0.21,0.28,0.28,0.28,0.21,0.28,0.21,0.21",20,,
ca,home makeover ideas,basement renovation,,,,,90,53,0.94,0.09,184,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Image Pack, Video, Image, Video Carousel","1.00,0.81,1.00,0.81,0.81,0.63,0.81,1.00,0.81,0.81,1.00,1.00",90,,
ca,ideas remodeling,basement renovation,,,,,90,59,0.85,0.26,199,Informational,"People Also Ask, Related Searches, AI Overview, Video, Video Carousel","0.09,0.23,0.33,0.33,0.66,1.00,0.66,0.42,0.33,0.33,0.23,0.19",75,,
ca,refacing oak cabinets,basement renovation,,,,,90,33,1.33,0.58,168,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.52,0.52,0.52,0.82,0.64,0.64,0.41,0.52,0.41,0.52,0.52,0.11",20,,
ca,diy kitchen reno,basement renovation,,,,,70,26,0.86,0.14,106,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.18,0.45,0.45,0.18,0.18,0.18,1.00,1.00,1.00,1.00,1.00,0.81",20,,
ca,how long does a bathroom remodel take,basement renovation,,,,,70,5,2.44,0.04,120,Informational,"Reviews, Video, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links","0.50,0.50,0.50,0.78,0.50,0.64,0.50,0.35,0.35,0.78,0.78,0.64",20,,
ca,how to repair baseboards,basement renovation,,,,,70,28,0.63,0.81,105,Informational,"Discussions And Forums, AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches, Short Videos","0.33,0.33,0.33,0.33,0.42,0.23,0.33,0.42,0.33,0.33,0.33,0.33",20,,
ca,image renovation,basement renovation,,,,,70,28,1.07,0.04,139,Informational,"Knowledge Panel, Image Pack, Reviews, Video, Related Searches","0.81,0.63,1.00,0.63,0.63,0.45,0.63,0.81,0.36,0.36,0.63,0.36",70,,
ca,kitchen redos before after,basement renovation,,,,,70,35,0.49,0.26,126,Informational,"Reviews, Video, Video Carousel, Related Searches, AI Overview, Image Pack, Site Links","0.14,0.35,0.35,0.50,0.50,0.50,0.50,0.64,0.50,0.50,0.78,0.14",20,,
ca,kitchen renew,basement renovation,,,,,70,32,1.76,0.21,203,Informational,"People Also Ask, Related Searches, Knowledge Panel, Reviews, Video, Video Carousel","0.11,0.08,0.11,0.11,0.11,0.11,0.11,0.11,0.15,0.11,0.18,0.15",70,,
ca,molding installation,basement renovation,,,,,70,37,1.89,0.21,103,Informational,"Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.18,0.63,0.63,1.00,0.63,0.45,0.63,0.63,0.45,0.81,0.45,0.63",75,,
ca,side entrance to basement,basement renovation,,,,,70,10,3.29,0.27,134,Informational,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Reviews","0.52,0.64,0.29,0.23,0.41,0.41,0.29,0.29,0.23,0.29,0.64,0.29",20,,
ca,water seepage in basement,basement renovation,,,,,70,27,3.90,0.67,127,Informational,"Site Links, Reviews, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.11,0.64,0.52,0.41,0.41,0.29,1.00,0.64,0.11,0.64,0.64,0.52",20,,
ca,basement game,basement renovation,,,,,50,23,0.44,0.99,189,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Image Pack, Reviews, Video","0.07,0.26,0.19,0.00,0.19,0.03,0.26,0.07,0.07,0.53,0.07,0.07",75,,
ca,how to attach baseboards,basement renovation,,,,,50,34,0.23,0.17,107,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.23,0.82,0.23,0.11,0.11,0.11,0.82,0.11,1.00,0.11,0.11,0.11",90,,
ca,how to insulate basement walls in ontario,basement renovation,,,,,50,15,1.15,0.32,111,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Reviews, Video","0.07,0.34,0.26,0.15,0.19,0.19,0.19,0.19,0.19,0.19,0.11,0.11",20,,
ca,installing new bathroom vanity,basement renovation,,,,,50,36,2.24,0.49,169,Informational,"Reviews, Video, Adwords Bottom, People Also Ask, Related Searches, AI Overview, Image Pack","0.34,0.15,0.19,0.11,0.26,0.19,0.07,0.19,0.03,1.00,0.00,1.00",90,,
ca,water sealing basement from inside,basement renovation,,,,,50,14,2.70,0.92,186,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Site Links, Reviews, Video, Adwords Bottom","0.09,0.33,0.23,0.19,0.19,0.19,0.14,0.09,0.09,0.52,0.52,0.09",20,,
ca,waterproof your basement from inside,basement renovation,,,,,50,14,2.70,0.92,185,Informational,"Reviews, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Short Videos, Discussions And Forums, Adwords Middle","0.14,0.50,0.35,0.28,0.28,0.14,0.14,0.28,0.14,0.78,0.78,0.14",90,,
ca,how much should a bathroom reno cost,basement renovation,,,,,90,19,1.41,0.32,201,Informational,"AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches, Short Videos, Discussions And Forums","0.64,0.52,0.41,1.00,0.52,0.52,0.29,0.52,0.41,0.29,0.41,0.29",20,,
ca,how to reface kitchen cabinets,basement renovation,,,,,90,41,0.54,0.81,105,Informational,"Discussions And Forums, AI Overview, Reviews, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.52,0.52,0.41,0.64,0.52,0.52,0.41,0.64,0.64,0.52,0.52,0.52",90,,
ca,how to replace a bathroom cabinet,basement renovation,,,,,90,30,0.31,0.29,107,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Site Links, Reviews","0.04,0.42,0.52,0.42,0.33,0.42,0.19,0.33,0.80,0.42,1.00,0.33",20,,
ca,how to replace bathroom cabinet,basement renovation,,,,,90,40,0.31,0.29,108,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Reviews, Video","0.04,0.42,0.52,0.42,0.33,0.42,0.33,0.33,0.00,0.42,1.00,0.33",90,,
ca,inexpensive kitchen renovation,basement renovation,,,,,90,36,2.18,0.11,167,Informational,"Related Searches, AI Overview, Local Pack, Reviews, Video, Video Carousel, Discussions And Forums, Site Links, People Also Ask","0.10,0.06,0.06,0.06,0.08,0.10,0.14,0.43,0.18,0.29,0.35,0.22",20,,
ca,kitchen makeover ideas,basement renovation,,,,,90,42,0.42,0.86,188,Informational,"People Also Ask, Related Searches, Short Videos, Adwords Middle, Image Pack, Reviews, Video, Video Carousel","0.11,0.26,0.26,0.34,0.34,0.19,0.26,0.42,0.26,0.53,0.53,0.42",90,,
ca,water leaking in basement,basement renovation,,,,,90,27,6.32,0.68,126,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Reviews, Video, Video Carousel","0.28,0.28,0.28,0.34,0.15,0.28,0.34,0.21,0.34,0.34,0.53,0.28",20,,
ca,budget kitchen renovations,basement renovation,,,,,70,23,2.18,0.11,183,Informational,"Local Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.42,0.42,0.14,0.14,0.14,0.09,0.04,1.00,0.14,0.66,0.80,0.66",20,,
ca,cabinet refacing before after,basement renovation,,,,,70,14,1.31,0.12,108,Informational,"Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.78,0.50,0.64,0.50,0.64,0.50,0.50,0.64,0.07,0.64,0.78,0.14",20,,
ca,cabinet refacing how to,basement renovation,,,,,70,37,0.54,0.81,107,Informational,"AI Overview, Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.50,0.64,0.07,0.64,0.00,0.50,0.07,0.78,1.00,0.78,1.00,0.00",90,,
ca,how to build a cinder block retaining wall,basement renovation,,,,,70,34,0.75,0.12,81,Informational,"Short Videos, Image Pack, Video, Video Carousel, People Also Ask, Related Searches","0.11,0.11,0.11,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.11,0.11",90,,
ca,how to install bath vanity,basement renovation,,,,,70,37,0.31,0.29,107,Informational,"People Also Ask, Related Searches, Reviews, Video","0.04,0.23,0.33,0.42,0.23,0.23,0.52,0.23,0.33,0.33,1.00,0.80",90,,
ca,how to make a retaining wall with cinder blocks,basement renovation,,,,,70,38,0.00,0.06,84,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches, Short Videos","0.64,0.64,0.64,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.64",90,,
ca,kitchen redo before and after,basement renovation,,,,,70,36,0.49,0.26,115,Informational,"Image Pack, Site Links, Reviews, Video, Image, Video Carousel, People Also Ask, Related Searches","0.14,0.35,0.35,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.78,0.14",20,,
ca,renovation before and after,basement renovation,,,,,70,32,1.53,0.05,128,Informational,"Site Links, Video Carousel, Related Searches, Short Videos, Image Pack, Video, Image, People Also Ask, Discussions And Forums","0.33,0.33,0.23,0.19,0.42,0.33,0.19,0.33,0.33,0.14,0.33,0.14",20,,
ca,separate entrance to basement cost,basement renovation,,,,,70,0,1.96,0.47,122,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video","0.05,0.05,0.05,0.04,0.04,0.09,0.09,0.14,0.04,0.05,0.04,0.02",,,
ca,toronto condo renovations,basement renovation,,,,,70,15,3.56,0.24,135,"Informational, Transactional","Knowledge Panel, Image Pack, Site Links, Reviews, Video, People Also Ask, Related Searches","0.01,0.11,0.18,0.23,0.11,0.11,0.08,0.15,0.05,0.23,0.18,0.28",20,,
ca,types of basement windows,basement renovation,,,,,70,16,2.66,0.49,182,Informational,"Related Searches, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.63,0.81,0.81,0.81,0.81,0.63,0.45,0.36,0.63,0.45,0.63,1.00",20,,
ca,basement cement wall paint,basement renovation,,,,,50,22,1.16,0.83,168,Informational,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Short Videos, Discussions And Forums","0.28,0.71,0.71,1.00,0.71,0.71,0.14,1.00,1.00,1.00,1.00,0.14",20,,
ca,how to reface cabinets,basement renovation,,,,,50,32,0.54,0.81,103,Informational,"Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.05,0.05,0.07,0.07,0.07,0.05,0.07,0.11,0.02,0.03,0.05,0.07",90,,
ca,kitchen reface cabinets,basement renovation,,,,,50,45,1.90,0.82,168,Informational,"Local Pack, Video Carousel, Popular Products, Related Searches, Reviews, Video, People Also Ask, Discussions And Forums, Adwords Middle","0.09,0.09,0.09,0.09,0.06,0.06,0.03,0.21,0.00,0.15,0.12,0.12",90,,
ca,kitchen renovation ideas on a budget,basement renovation,,,,,50,25,0.46,0.91,164,Informational,"People Also Ask, Related Searches, Image Pack, Site Links, Reviews, Video, Video Carousel","0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",20,,
ca,water leakage in basement,basement renovation,,,,,50,15,8.24,0.70,126,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.19,0.26,0.26,0.26,0.19,0.15,0.19,0.11,0.11,0.26,0.19,0.26",20,,
ca,cabinet refacing before and after,basement renovation,,,,,90,13,1.31,0.12,118,Informational,"Site Links, Reviews, Video, Image, Video Carousel, People Also Ask, AI Overview","0.33,0.33,0.42,0.33,0.42,0.33,0.33,0.42,0.33,0.42,0.52,0.42",20,,
ca,home reno aurora,basement renovation,,,,,90,0,0.00,0.08,20,Informational,"Reviews, Video, Related Searches, AI Overview","0.02,0.02,0.05,0.39,0.07,0.09,0.07,0.11,0.07,0.05,0.04,0.07",,,
ca,house plans with basement,basement renovation,,,,,90,26,0.35,0.66,137,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches","0.41,0.52,0.41,0.41,0.41,0.52,0.52,0.82,0.52,0.64,0.64,0.52",90,,
