priority,research_batch,coverage_level,keyword,keyword_type,intent,service_slug,service_name,category,core_service,location,location_slug,location_tier,parent_municipality,region,page_strategy,suggested_url,volume,keyword_difficulty,cpc_usd,in_semrush_export
2,161,municipality,uxbridge basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Uxbridge,uxbridge,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-uxbridge/,,,,no
2,161,municipality,vaughan basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Vaughan,vaughan,municipality,,York Region,new service+city page,/services/basement-waterproofing-vaughan/,,,,no
2,161,municipality,whitby basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Whitby,whitby,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-whitby/,,,,no
2,161,municipality,whitchurch-stouffville basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Whitchurch-Stouffville,whitchurch-stouffville,municipality,,York Region,new service+city page,/services/basement-waterproofing-whitchurch-stouffville/,,,,no
2,161,municipality,york basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,York,york,municipality,,Toronto,new service+city page,/services/basement-waterproofing-york/,,,,no
2,161,municipality,ajax bathroom remodeling,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Ajax,ajax,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-ajax/,,,,no
2,161,municipality,aurora bathroom remodeling,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Aurora,aurora,municipality,,York Region,new service+city page,/services/bathroom-remodeling-aurora/,,,,no
2,161,municipality,bathroom remodeling contractors ajax,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Ajax,ajax,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-ajax/,,,,no
2,161,municipality,bathroom remodeling contractors aurora,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Aurora,aurora,municipality,,York Region,new service+city page,/services/bathroom-remodeling-aurora/,,,,no
2,161,municipality,bathroom remodeling contractors brampton,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Brampton,brampton,municipality,,Peel Region,new service+city page,/services/bathroom-remodeling-brampton/,,,,no
2,161,municipality,bathroom remodeling contractors brock,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Brock,brock,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-brock/,,,,no
2,161,municipality,bathroom remodeling contractors burlington,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Burlington,burlington,municipality,,Halton Region,new service+city page,/services/bathroom-remodeling-burlington/,,,,no
2,161,municipality,bathroom remodeling contractors caledon,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Caledon,caledon,municipality,,Peel Region,new service+city page,/services/bathroom-remodeling-caledon/,,,,no
2,161,municipality,bathroom remodeling contractors clarington,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Clarington,clarington,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-clarington/,,,,no
2,161,municipality,bathroom remodeling contractors downtown toronto,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Downtown Toronto,downtown-toronto,municipality,,Toronto,new service+city page,/services/bathroom-remodeling-downtown-toronto/,,,,no
2,161,municipality,bathroom remodeling contractors east gwillimbury,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,East Gwillimbury,east-gwillimbury,municipality,,York Region,new service+city page,/services/bathroom-remodeling-east-gwillimbury/,,,,no
2,161,municipality,bathroom remodeling contractors east york,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,East York,east-york,municipality,,Toronto,new service+city page,/services/bathroom-remodeling-east-york/,,,,no
2,161,municipality,bathroom remodeling contractors etobicoke,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Etobicoke,etobicoke,municipality,,Toronto,new service+city page,/services/bathroom-remodeling-etobicoke/,,,,no
2,161,municipality,bathroom remodeling contractors georgina,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Georgina,georgina,municipality,,York Region,new service+city page,/services/bathroom-remodeling-georgina/,,,,no
2,161,municipality,bathroom remodeling contractors halton hills,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Halton Hills,halton-hills,municipality,,Halton Region,new service+city page,/services/bathroom-remodeling-halton-hills/,,,,no
2,161,municipality,bathroom remodeling contractors king city,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,King City,king-city,municipality,,York Region,new service+city page,/services/bathroom-remodeling-king-city/,,,,no
2,161,municipality,bathroom remodeling contractors markham,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Markham,markham,municipality,,York Region,new service+city page,/services/bathroom-remodeling-markham/,,,,no
2,161,municipality,bathroom remodeling contractors milton,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Milton,milton,municipality,,Halton Region,new service+city page,/services/bathroom-remodeling-milton/,,,,no
2,161,municipality,bathroom remodeling contractors mississauga,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Mississauga,mississauga,municipality,,Peel Region,new service+city page,/services/bathroom-remodeling-mississauga/,,,,no
2,161,municipality,bathroom remodeling contractors newmarket,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Newmarket,newmarket,municipality,,York Region,new service+city page,/services/bathroom-remodeling-newmarket/,,,,no
2,161,municipality,bathroom remodeling contractors north york,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,North York,north-york,municipality,,Toronto,new service+city page,/services/bathroom-remodeling-north-york/,,,,no
2,161,municipality,bathroom remodeling contractors oakville,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Oakville,oakville,municipality,,Halton Region,new service+city page,/services/bathroom-remodeling-oakville/,,,,no
2,161,municipality,bathroom remodeling contractors oshawa,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Oshawa,oshawa,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-oshawa/,,,,no
2,161,municipality,bathroom remodeling contractors pickering,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Pickering,pickering,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-pickering/,,,,no
2,161,municipality,bathroom remodeling contractors richmond hill,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Richmond Hill,richmond-hill,municipality,,York Region,new service+city page,/services/bathroom-remodeling-richmond-hill/,,,,no
2,161,municipality,bathroom remodeling contractors scarborough,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Scarborough,scarborough,municipality,,Toronto,new service+city page,/services/bathroom-remodeling-scarborough/,,,,no
2,161,municipality,bathroom remodeling contractors scugog,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Scugog,scugog,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-scugog/,,,,no
2,161,municipality,bathroom remodeling contractors uxbridge,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Uxbridge,uxbridge,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-uxbridge/,,,,no
2,161,municipality,bathroom remodeling contractors vaughan,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Vaughan,vaughan,municipality,,York Region,new service+city page,/services/bathroom-remodeling-vaughan/,,,,no
2,161,municipality,bathroom remodeling contractors whitby,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Whitby,whitby,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-whitby/,,,,no
2,161,municipality,bathroom remodeling contractors whitchurch-stouffville,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Whitchurch-Stouffville,whitchurch-stouffville,municipality,,York Region,new service+city page,/services/bathroom-remodeling-whitchurch-stouffville/,,,,no
2,162,municipality,bathroom remodeling contractors york,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,York,york,municipality,,Toronto,new service+city page,/services/bathroom-remodeling-york/,,,,no
2,162,municipality,bathroom remodeling in ajax,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Ajax,ajax,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-ajax/,,,,no
2,162,municipality,bathroom remodeling in aurora,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Aurora,aurora,municipality,,York Region,new service+city page,/services/bathroom-remodeling-aurora/,,,,no
2,162,municipality,bathroom remodeling in brampton,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Brampton,brampton,municipality,,Peel Region,new service+city page,/services/bathroom-remodeling-brampton/,,,,no
2,162,municipality,bathroom remodeling in brock,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Brock,brock,municipality,,Durham Region,new service+city page,/services/bathroom-remodeling-brock/,,,,no
2,162,municipality,bathroom remodeling in burlington,service+location,Commercial,bathroom-remodeling,Bathroom Remodeling,Bathroom,yes,Burlington,burlington,municipality,,Halton Region,new service+city page,/services/bathroom-remodeling-burlington/,,,,no
